name,count,years,F,recent_count,recent_count_per_k,count_per_k,phonetic,phonetic_relative_f,other_spellings
joanne,3415,"[[1944, 5], [1945, 5], [1946, 5], [1948, 5], [1949, 5], [1950, 5], [1951, 5], [1952, 5], [1953, 10], [1954, 5], [1955, 10], [1956, 15], [1957, 15], [1958, 10], [1959, 10], [1960, 10], [1961, 10], [1962, 10], [1963, 10], [1964, 10], [1965, 10], [1966, 15], [1967, 15], [1968, 25], [1969, 30], [1970, 55], [1971, 25], [1972, 40], [1973, 25], [1974, 35], [1975, 40], [1976, 30], [1977, 30], [1978, 35], [1979, 30], [1980, 50], [1981, 65], [1982, 55], [1983, 70], [1984, 60], [1985, 85], [1986, 85], [1987, 90], [1988, 110], [1989, 95], [1990, 70], [1991, 80], [1992, 85], [1993, 80], [1994, 55], [1995, 60], [1996, 70], [1997, 65], [1998, 55], [1999, 60], [2000, 50], [2001, 55], [2002, 55], [2003, 50], [2004, 45], [2005, 50], [2006, 50], [2007, 45], [2008, 55], [2009, 50], [2010, 50], [2011, 60], [2012, 60], [2013, 50], [2014, 45], [2015, 45], [2016, 60], [2017, 65], [2018, 50], [2019, 80], [2020, 65], [2021, 60], [2022, 65], [2023, 55], [2024, 50]]",0.986822840409956,550.0,0.11433406126019002,0.10070419212531553,/ʒɔ.an/,0.3789247311827957,"[{""name"": ""joan"", ""relative_frequency"": 0.7062365591397849}, {""name"": ""joanne"", ""relative_frequency"": 0.29376344086021505}]"
joao,4010,"[[1959, 5], [1961, 5], [1962, 5], [1963, 10], [1964, 15], [1965, 20], [1966, 35], [1967, 65], [1968, 85], [1969, 120], [1970, 160], [1971, 240], [1972, 270], [1973, 270], [1974, 255], [1975, 195], [1976, 150], [1977, 120], [1978, 100], [1979, 65], [1980, 70], [1981, 50], [1982, 55], [1983, 35], [1984, 25], [1985, 30], [1986, 15], [1987, 20], [1988, 15], [1989, 15], [1990, 20], [1991, 15], [1992, 10], [1993, 15], [1994, 20], [1995, 25], [1996, 15], [1997, 20], [1998, 20], [1999, 30], [2000, 20], [2001, 25], [2002, 35], [2003, 30], [2004, 30], [2005, 30], [2006, 40], [2007, 50], [2008, 45], [2009, 65], [2010, 45], [2011, 50], [2012, 55], [2013, 45], [2014, 55], [2015, 50], [2016, 55], [2017, 90], [2018, 60], [2019, 70], [2020, 65], [2021, 75], [2022, 85], [2023, 60], [2024, 70]]",0.0,630.0,0.13096447017076313,0.11825001769326948,/ʒɔ.a.o/,0.0,"[{""name"": ""joao"", ""relative_frequency"": 1.0}]"
joaquim,4500,"[[1941, 5], [1942, 5], [1944, 5], [1945, 5], [1947, 5], [1948, 10], [1949, 5], [1950, 5], [1951, 5], [1952, 5], [1954, 10], [1955, 5], [1956, 5], [1957, 5], [1958, 5], [1959, 5], [1960, 15], [1961, 20], [1962, 15], [1963, 35], [1964, 25], [1965, 45], [1966, 70], [1967, 105], [1968, 110], [1969, 140], [1970, 180], [1971, 195], [1972, 195], [1973, 190], [1974, 170], [1975, 135], [1976, 85], [1977, 65], [1978, 65], [1979, 65], [1980, 50], [1981, 60], [1982, 40], [1983, 30], [1984, 40], [1985, 40], [1986, 45], [1987, 45], [1988, 35], [1989, 40], [1990, 45], [1991, 30], [1992, 40], [1993, 25], [1994, 35], [1995, 15], [1996, 30], [1997, 50], [1998, 40], [1999, 30], [2000, 45], [2001, 45], [2002, 40], [2003, 40], [2004, 45], [2005, 50], [2006, 65], [2007, 65], [2008, 95], [2009, 70], [2010, 80], [2011, 75], [2012, 80], [2013, 85], [2014, 95], [2015, 95], [2016, 70], [2017, 75], [2018, 85], [2019, 80], [2020, 80], [2021, 75], [2022, 75], [2023, 60], [2024, 50]]",0.0,650.0,0.1351220723984064,0.13269952110217273,/ʒɔ.a.kɛ̃/,0.0,"[{""name"": ""joaquim"", ""relative_frequency"": 1.0}]"
joey,4020,"[[1980, 5], [1984, 5], [1986, 5], [1987, 10], [1988, 20], [1989, 35], [1990, 25], [1991, 55], [1992, 60], [1993, 90], [1994, 75], [1995, 90], [1996, 80], [1997, 105], [1998, 120], [1999, 180], [2000, 170], [2001, 155], [2002, 110], [2003, 150], [2004, 140], [2005, 140], [2006, 125], [2007, 120], [2008, 90], [2009, 145], [2010, 135], [2011, 140], [2012, 125], [2013, 140], [2014, 125], [2015, 125], [2016, 110], [2017, 125], [2018, 105], [2019, 90], [2020, 95], [2021, 105], [2022, 120], [2023, 95], [2024, 80]]",0.1480099502487562,925.0,0.1922891030285014,0.11854490551794097,/dʒo.i/,0.1480099502487562,"[{""name"": ""joey"", ""relative_frequency"": 1.0}]"
johan,35360,"[[1943, 5], [1944, 5], [1945, 10], [1946, 10], [1947, 10], [1948, 5], [1949, 15], [1950, 20], [1951, 15], [1952, 5], [1953, 20], [1954, 15], [1955, 15], [1956, 20], [1957, 25], [1958, 25], [1959, 25], [1960, 15], [1961, 25], [1962, 25], [1963, 20], [1964, 20], [1965, 45], [1966, 35], [1967, 50], [1968, 85], [1969, 110], [1970, 140], [1971, 190], [1972, 250], [1973, 330], [1974, 550], [1975, 575], [1976, 505], [1977, 625], [1978, 750], [1979, 760], [1980, 730], [1981, 1195], [1982, 1230], [1983, 1090], [1984, 1185], [1985, 1205], [1986, 1335], [1987, 1195], [1988, 1370], [1989, 1150], [1990, 1065], [1991, 900], [1992, 830], [1993, 735], [1994, 685], [1995, 705], [1996, 710], [1997, 650], [1998, 600], [1999, 520], [2000, 560], [2001, 475], [2002, 480], [2003, 455], [2004, 555], [2005, 660], [2006, 620], [2007, 580], [2008, 585], [2009, 565], [2010, 540], [2011, 525], [2012, 575], [2013, 505], [2014, 495], [2015, 420], [2016, 405], [2017, 360], [2018, 350], [2019, 280], [2020, 260], [2021, 215], [2022, 165], [2023, 155], [2024, 140]]",0.0015554298642533936,2330.0,0.4843606595204414,1.0427233480384062,/jo.ɑ̃/,0.0015554298642533936,"[{""name"": ""johan"", ""relative_frequency"": 1.0}]"
johann,19445,"[[1941, 5], [1942, 5], [1943, 15], [1944, 5], [1945, 5], [1946, 10], [1947, 10], [1948, 10], [1949, 10], [1950, 10], [1951, 10], [1952, 5], [1953, 15], [1954, 15], [1955, 10], [1956, 20], [1957, 15], [1958, 20], [1959, 15], [1960, 20], [1961, 30], [1962, 25], [1963, 25], [1964, 20], [1965, 25], [1966, 45], [1967, 80], [1968, 110], [1969, 195], [1970, 245], [1971, 270], [1972, 345], [1973, 395], [1974, 860], [1975, 815], [1976, 680], [1977, 790], [1978, 815], [1979, 775], [1980, 720], [1981, 915], [1982, 890], [1983, 660], [1984, 625], [1985, 625], [1986, 665], [1987, 605], [1988, 585], [1989, 520], [1990, 430], [1991, 380], [1992, 350], [1993, 275], [1994, 255], [1995, 245], [1996, 255], [1997, 210], [1998, 215], [1999, 230], [2000, 205], [2001, 140], [2002, 130], [2003, 130], [2004, 200], [2005, 205], [2006, 165], [2007, 150], [2008, 165], [2009, 160], [2010, 145], [2011, 125], [2012, 120], [2013, 140], [2014, 110], [2015, 105], [2016, 90], [2017, 100], [2018, 90], [2019, 80], [2020, 65], [2021, 65], [2022, 45], [2023, 45], [2024, 40]]",0.00565698122910774,620.0,0.1288856690569415,0.5734093750737219,/jo.an/,0.0010631100802164879,"[{""name"": ""johann"", ""relative_frequency"": 0.18792886827099642}, {""name"": ""yoan"", ""relative_frequency"": 0.15869334106504301}, {""name"": ""yoann"", ""relative_frequency"": 0.4127766502367836}, {""name"": ""yohan"", ""relative_frequency"": 0.24060114042717695}]"
johanna,27350,"[[1941, 5], [1942, 5], [1943, 10], [1944, 5], [1945, 5], [1946, 5], [1947, 5], [1948, 10], [1949, 10], [1950, 5], [1951, 10], [1952, 5], [1953, 10], [1954, 5], [1955, 10], [1956, 5], [1957, 5], [1958, 5], [1959, 5], [1960, 5], [1961, 15], [1962, 10], [1963, 10], [1964, 5], [1965, 10], [1966, 15], [1967, 20], [1968, 45], [1969, 45], [1970, 85], [1971, 80], [1972, 85], [1973, 100], [1974, 125], [1975, 140], [1976, 280], [1977, 355], [1978, 310], [1979, 355], [1980, 600], [1981, 925], [1982, 895], [1983, 840], [1984, 800], [1985, 940], [1986, 1015], [1987, 1005], [1988, 1075], [1989, 1295], [1990, 1235], [1991, 1105], [1992, 1415], [1993, 1460], [1994, 1080], [1995, 945], [1996, 845], [1997, 800], [1998, 765], [1999, 665], [2000, 640], [2001, 510], [2002, 285], [2003, 290], [2004, 230], [2005, 205], [2006, 225], [2007, 210], [2008, 210], [2009, 230], [2010, 180], [2011, 215], [2012, 215], [2013, 175], [2014, 195], [2015, 175], [2016, 150], [2017, 165], [2018, 160], [2019, 160], [2020, 155], [2021, 135], [2022, 110], [2023, 110], [2024, 90]]",1.0,1235.0,0.25673193755697216,0.8065182004765388,/jo.a.na/,1.0,"[{""name"": ""johanna"", ""relative_frequency"": 1.0}]"
john,13695,"[[1941, 10], [1942, 5], [1943, 15], [1944, 15], [1945, 30], [1946, 55], [1947, 35], [1948, 40], [1949, 35], [1950, 35], [1951, 40], [1952, 45], [1953, 60], [1954, 80], [1955, 85], [1956, 125], [1957, 120], [1958, 90], [1959, 95], [1960, 115], [1961, 100], [1962, 105], [1963, 110], [1964, 160], [1965, 115], [1966, 125], [1967, 95], [1968, 120], [1969, 190], [1970, 210], [1971, 370], [1972, 400], [1973, 355], [1974, 380], [1975, 315], [1976, 325], [1977, 285], [1978, 330], [1979, 400], [1980, 380], [1981, 340], [1982, 445], [1983, 395], [1984, 340], [1985, 320], [1986, 265], [1987, 240], [1988, 270], [1989, 285], [1990, 310], [1991, 300], [1992, 275], [1993, 270], [1994, 240], [1995, 245], [1996, 245], [1997, 180], [1998, 180], [1999, 165], [2000, 165], [2001, 150], [2002, 130], [2003, 150], [2004, 125], [2005, 135], [2006, 110], [2007, 90], [2008, 105], [2009, 90], [2010, 95], [2011, 100], [2012, 85], [2013, 85], [2014, 90], [2015, 70], [2016, 75], [2017, 85], [2018, 85], [2019, 65], [2020, 50], [2021, 75], [2022, 60], [2023, 60], [2024, 55]]",0.0,610.0,0.12680686794311985,0.40384887588761237,/dʒɔn/,0.0,"[{""name"": ""john"", ""relative_frequency"": 1.0}]"
jonah,2010,"[[1995, 5], [1996, 20], [1997, 40], [1998, 20], [1999, 30], [2000, 60], [2001, 40], [2002, 30], [2003, 35], [2004, 35], [2005, 50], [2006, 45], [2007, 60], [2008, 60], [2009, 60], [2010, 75], [2011, 90], [2012, 95], [2013, 80], [2014, 75], [2015, 80], [2016, 120], [2017, 85], [2018, 70], [2019, 85], [2020, 100], [2021, 105], [2022, 130], [2023, 130], [2024, 100]]",0.007462686567164179,925.0,0.1922891030285014,0.05927245275897049,/dʒo.na/,0.007462686567164179,"[{""name"": ""jonah"", ""relative_frequency"": 1.0}]"
jonas,9630,"[[1941, 5], [1944, 5], [1945, 10], [1947, 10], [1948, 5], [1949, 10], [1950, 15], [1951, 15], [1952, 5], [1953, 5], [1954, 5], [1955, 5], [1956, 5], [1958, 5], [1959, 5], [1960, 5], [1961, 5], [1962, 5], [1963, 5], [1965, 10], [1966, 5], [1967, 5], [1968, 10], [1969, 5], [1970, 5], [1971, 20], [1972, 10], [1973, 5], [1974, 5], [1975, 5], [1976, 5], [1977, 10], [1978, 10], [1979, 25], [1980, 30], [1981, 30], [1982, 35], [1983, 50], [1984, 60], [1985, 85], [1986, 115], [1987, 135], [1988, 155], [1989, 155], [1990, 160], [1991, 150], [1992, 150], [1993, 155], [1994, 195], [1995, 170], [1996, 165], [1997, 190], [1998, 175], [1999, 165], [2000, 190], [2001, 180], [2002, 205], [2003, 205], [2004, 215], [2005, 255], [2006, 240], [2007, 210], [2008, 200], [2009, 225], [2010, 230], [2011, 245], [2012, 325], [2013, 360], [2014, 340], [2015, 345], [2016, 410], [2017, 375], [2018, 325], [2019, 365], [2020, 300], [2021, 300], [2022, 280], [2023, 280], [2024, 235]]",0.002596053997923157,2870.0,0.5966159196668097,0.28397697515864967,/ʒo.nas/,0.002596053997923157,"[{""name"": ""jonas"", ""relative_frequency"": 1.0}]"
jonathan,105575,"[[1949, 5], [1952, 5], [1955, 5], [1956, 5], [1957, 5], [1958, 5], [1959, 5], [1960, 5], [1961, 5], [1962, 10], [1963, 10], [1964, 5], [1965, 10], [1966, 10], [1967, 15], [1968, 20], [1969, 15], [1970, 50], [1971, 75], [1972, 105], [1973, 150], [1974, 165], [1975, 225], [1976, 310], [1977, 530], [1978, 810], [1979, 1995], [1980, 2185], [1981, 3390], [1982, 4235], [1983, 5390], [1984, 7595], [1985, 8545], [1986, 7620], [1987, 6735], [1988, 7035], [1989, 6090], [1990, 5865], [1991, 5215], [1992, 4680], [1993, 3565], [1994, 3075], [1995, 2505], [1996, 2180], [1997, 1830], [1998, 1590], [1999, 1455], [2000, 1280], [2001, 1160], [2002, 1010], [2003, 1030], [2004, 790], [2005, 620], [2006, 530], [2007, 425], [2008, 410], [2009, 360], [2010, 335], [2011, 290], [2012, 290], [2013, 250], [2014, 225], [2015, 200], [2016, 195], [2017, 150], [2018, 130], [2019, 115], [2020, 115], [2021, 105], [2022, 75], [2023, 75], [2024, 75]]",4.735969689793985e-05,1035.0,0.2151559152805394,3.1132782089693083,/dʒɔ.na.tɑ̃/,4.735969689793985e-05,"[{""name"": ""jonathan"", ""relative_frequency"": 1.0}]"
jordan,55515,"[[1963, 5], [1965, 5], [1966, 5], [1968, 5], [1970, 5], [1971, 5], [1972, 10], [1973, 5], [1974, 10], [1975, 5], [1976, 10], [1977, 15], [1978, 25], [1979, 55], [1980, 125], [1981, 115], [1982, 150], [1983, 235], [1984, 395], [1985, 380], [1986, 565], [1987, 630], [1988, 1010], [1989, 1535], [1990, 1895], [1991, 2515], [1992, 3935], [1993, 6340], [1994, 4325], [1995, 4170], [1996, 3395], [1997, 2910], [1998, 2650], [1999, 2130], [2000, 2045], [2001, 1675], [2002, 1515], [2003, 1380], [2004, 1100], [2005, 1025], [2006, 815], [2007, 695], [2008, 555], [2009, 515], [2010, 480], [2011, 485], [2012, 440], [2013, 500], [2014, 530], [2015, 400], [2016, 305], [2017, 335], [2018, 260], [2019, 205], [2020, 180], [2021, 165], [2022, 140], [2023, 115], [2024, 85]]",0.0016211834639286678,1790.0,0.372105399374073,1.6370697586638043,/ʒɔʁ.dɑ̃/,0.0016211834639286678,"[{""name"": ""jordan"", ""relative_frequency"": 1.0}]"
joris,16370,"[[1945, 5], [1947, 5], [1948, 5], [1949, 5], [1950, 5], [1951, 5], [1952, 10], [1953, 5], [1954, 10], [1955, 5], [1956, 5], [1957, 5], [1958, 15], [1959, 10], [1960, 5], [1961, 10], [1962, 15], [1963, 10], [1964, 5], [1965, 5], [1966, 15], [1967, 25], [1968, 20], [1969, 20], [1970, 20], [1971, 20], [1972, 35], [1973, 35], [1974, 40], [1975, 55], [1976, 55], [1977, 55], [1978, 65], [1979, 75], [1980, 105], [1981, 115], [1982, 150], [1983, 130], [1984, 165], [1985, 190], [1986, 225], [1987, 245], [1988, 255], [1989, 575], [1990, 710], [1991, 610], [1992, 560], [1993, 640], [1994, 750], [1995, 690], [1996, 660], [1997, 590], [1998, 525], [1999, 550], [2000, 620], [2001, 590], [2002, 585], [2003, 515], [2004, 485], [2005, 555], [2006, 440], [2007, 365], [2008, 355], [2009, 295], [2010, 335], [2011, 240], [2012, 280], [2013, 295], [2014, 250], [2015, 205], [2016, 165], [2017, 165], [2018, 145], [2019, 110], [2020, 60], [2021, 55], [2022, 60], [2023, 45], [2024, 35]]",0.0,840.0,0.1746192935610175,0.48273136898723723,/ʒo.ʁis/,0.0,"[{""name"": ""joris"", ""relative_frequency"": 1.0}]"
joseph,96370,"[[1941, 3545], [1942, 3400], [1943, 3330], [1944, 2935], [1945, 2670], [1946, 3585], [1947, 3515], [1948, 3435], [1949, 3220], [1950, 3115], [1951, 2850], [1952, 2685], [1953, 2450], [1954, 2405], [1955, 2140], [1956, 2120], [1957, 2025], [1958, 1975], [1959, 1950], [1960, 1955], [1961, 1870], [1962, 1775], [1963, 1750], [1964, 1580], [1965, 1455], [1966, 1365], [1967, 1135], [1968, 1085], [1969, 915], [1970, 845], [1971, 770], [1972, 680], [1973, 575], [1974, 520], [1975, 465], [1976, 440], [1977, 380], [1978, 355], [1979, 395], [1980, 425], [1981, 380], [1982, 375], [1983, 390], [1984, 375], [1985, 340], [1986, 325], [1987, 330], [1988, 320], [1989, 330], [1990, 330], [1991, 320], [1992, 335], [1993, 340], [1994, 345], [1995, 370], [1996, 375], [1997, 345], [1998, 410], [1999, 380], [2000, 415], [2001, 400], [2002, 435], [2003, 420], [2004, 430], [2005, 455], [2006, 470], [2007, 490], [2008, 465], [2009, 520], [2010, 540], [2011, 565], [2012, 595], [2013, 590], [2014, 710], [2015, 805], [2016, 840], [2017, 805], [2018, 745], [2019, 830], [2020, 850], [2021, 905], [2022, 785], [2023, 750], [2024, 755]]",0.000622600394313583,7265.0,1.5102490091914191,2.841833966359197,/ʒo.zɛf/,0.000622600394313583,"[{""name"": ""joseph"", ""relative_frequency"": 1.0}]"
joshua,11925,"[[1972, 5], [1974, 5], [1975, 5], [1976, 5], [1979, 5], [1980, 5], [1981, 5], [1982, 5], [1983, 5], [1984, 10], [1985, 10], [1986, 5], [1987, 15], [1988, 55], [1989, 80], [1990, 75], [1991, 85], [1992, 135], [1993, 110], [1994, 135], [1995, 180], [1996, 225], [1997, 245], [1998, 180], [1999, 250], [2000, 260], [2001, 345], [2002, 320], [2003, 365], [2004, 355], [2005, 355], [2006, 405], [2007, 380], [2008, 475], [2009, 540], [2010, 555], [2011, 540], [2012, 535], [2013, 535], [2014, 490], [2015, 475], [2016, 430], [2017, 445], [2018, 385], [2019, 390], [2020, 365], [2021, 330], [2022, 305], [2023, 260], [2024, 245]]",0.0020964360587002098,3155.0,0.6558617514107264,0.35165373092075775,/ʒɔ.ʃu.a/,0.0020964360587002098,"[{""name"": ""joshua"", ""relative_frequency"": 1.0}]"
joséphine,8230,"[[1941, 10], [1942, 10], [1943, 5], [1944, 10], [1945, 10], [1946, 15], [1947, 10], [1948, 10], [1949, 10], [1950, 10], [1951, 10], [1952, 10], [1953, 10], [1954, 5], [1955, 5], [1956, 5], [1957, 15], [1958, 10], [1959, 15], [1960, 25], [1961, 15], [1962, 15], [1963, 15], [1964, 10], [1965, 15], [1966, 20], [1967, 15], [1968, 20], [1969, 15], [1970, 15], [1971, 10], [1972, 15], [1973, 20], [1974, 20], [1975, 15], [1976, 20], [1977, 15], [1978, 25], [1979, 20], [1980, 25], [1981, 20], [1982, 25], [1983, 25], [1984, 40], [1985, 40], [1986, 35], [1987, 35], [1988, 65], [1989, 40], [1990, 30], [1991, 30], [1992, 45], [1993, 50], [1994, 60], [1995, 75], [1996, 90], [1997, 130], [1998, 120], [1999, 25], [2000, 5], [2002, 5], [2003, 5], [2005, 5], [2006, 5], [2007, 5], [2009, 5], [2010, 65], [2011, 265], [2012, 345], [2013, 435], [2014, 315], [2015, 390], [2016, 470], [2017, 500], [2018, 550], [2019, 555], [2020, 560], [2021, 585], [2022, 595], [2023, 505], [2024, 530]]",1.0,4850.0,1.0082185402034938,0.24269267970464037,/ʒo.ze.fin/,1.0,"[{""name"": ""jos\u00e9phine"", ""relative_frequency"": 1.0}]"
joud,1880,"[[2001, 5], [2005, 5], [2006, 5], [2007, 10], [2008, 10], [2009, 10], [2010, 15], [2011, 20], [2012, 30], [2013, 45], [2014, 50], [2015, 70], [2016, 100], [2017, 140], [2018, 170], [2019, 195], [2020, 180], [2021, 165], [2022, 205], [2023, 195], [2024, 255]]",0.2154255319148936,1605.0,0.3336475787683727,0.05543891103824105,/ʒud/,0.2154255319148936,"[{""name"": ""joud"", ""relative_frequency"": 1.0}]"
joudia,770,"[[2004, 5], [2005, 10], [2006, 10], [2007, 10], [2008, 20], [2009, 15], [2010, 15], [2011, 15], [2012, 20], [2013, 35], [2014, 30], [2015, 35], [2016, 50], [2017, 40], [2018, 35], [2019, 45], [2020, 60], [2021, 80], [2022, 90], [2023, 80], [2024, 70]]",1.0,550.0,0.11433406126019002,0.02270636249970511,/ʒu.dja/,1.0,"[{""name"": ""joudia"", ""relative_frequency"": 1.0}]"
joy,9450,"[[1956, 5], [1959, 5], [1973, 5], [1975, 5], [1978, 5], [1979, 5], [1980, 5], [1981, 10], [1982, 10], [1983, 25], [1984, 65], [1985, 85], [1986, 65], [1987, 85], [1988, 90], [1989, 110], [1990, 100], [1991, 80], [1992, 495], [1993, 270], [1994, 150], [1995, 100], [1996, 60], [1997, 100], [1998, 80], [1999, 65], [2000, 50], [2001, 50], [2002, 65], [2003, 65], [2004, 90], [2005, 85], [2006, 75], [2007, 70], [2008, 75], [2009, 125], [2010, 155], [2011, 200], [2012, 245], [2013, 205], [2014, 245], [2015, 335], [2016, 360], [2017, 325], [2018, 445], [2019, 615], [2020, 725], [2021, 760], [2022, 745], [2023, 655], [2024, 605]]",0.9534391534391534,5235.0,1.0882523830856268,0.27866899431456277,/dʒɔj/,0.9534391534391534,"[{""name"": ""joy"", ""relative_frequency"": 1.0}]"
joyce,5240,"[[1944, 5], [1945, 5], [1946, 5], [1947, 5], [1949, 5], [1950, 5], [1951, 5], [1953, 10], [1954, 25], [1955, 15], [1956, 20], [1957, 5], [1958, 10], [1959, 10], [1960, 5], [1961, 5], [1962, 5], [1963, 5], [1964, 10], [1966, 5], [1969, 5], [1970, 5], [1971, 5], [1972, 5], [1973, 10], [1974, 10], [1975, 5], [1976, 5], [1977, 10], [1978, 10], [1979, 15], [1980, 15], [1981, 20], [1982, 30], [1983, 20], [1984, 25], [1985, 40], [1986, 40], [1987, 65], [1988, 90], [1989, 100], [1990, 100], [1991, 70], [1992, 115], [1993, 115], [1994, 85], [1995, 80], [1996, 60], [1997, 75], [1998, 60], [1999, 70], [2000, 65], [2001, 55], [2002, 70], [2003, 65], [2004, 80], [2005, 85], [2006, 55], [2007, 85], [2008, 60], [2009, 80], [2010, 150], [2011, 160], [2012, 145], [2013, 180], [2014, 185], [2015, 200], [2016, 185], [2017, 150], [2018, 195], [2019, 270], [2020, 295], [2021, 275], [2022, 225], [2023, 215], [2024, 185]]",0.8893129770992366,1995.0,0.4147208222074165,0.15452122012786337,/dʒɔjs/,0.8893129770992366,"[{""name"": ""joyce"", ""relative_frequency"": 1.0}]"
juan,8775,"[[1941, 20], [1942, 20], [1943, 10], [1944, 10], [1945, 20], [1946, 15], [1947, 20], [1948, 25], [1949, 25], [1950, 25], [1951, 35], [1952, 30], [1953, 20], [1954, 30], [1955, 35], [1956, 40], [1957, 60], [1958, 95], [1959, 95], [1960, 135], [1961, 195], [1962, 245], [1963, 345], [1964, 355], [1965, 410], [1966, 470], [1967, 420], [1968, 395], [1969, 405], [1970, 370], [1971, 375], [1972, 345], [1973, 265], [1974, 225], [1975, 185], [1976, 115], [1977, 85], [1978, 80], [1979, 65], [1980, 55], [1981, 55], [1982, 40], [1983, 30], [1984, 20], [1985, 30], [1986, 25], [1987, 25], [1988, 30], [1989, 25], [1990, 20], [1991, 20], [1992, 20], [1993, 30], [1994, 30], [1995, 25], [1996, 35], [1997, 30], [1998, 30], [1999, 40], [2000, 60], [2001, 70], [2002, 55], [2003, 65], [2004, 75], [2005, 70], [2006, 95], [2007, 95], [2008, 80], [2009, 80], [2010, 90], [2011, 85], [2012, 110], [2013, 85], [2014, 85], [2015, 95], [2016, 100], [2017, 90], [2018, 80], [2019, 80], [2020, 85], [2021, 95], [2022, 85], [2023, 70], [2024, 65]]",0.0,750.0,0.15591008353662275,0.2587640661492368,/xu.an/,0.0,"[{""name"": ""juan"", ""relative_frequency"": 1.0}]"
jude,2080,"[[1941, 5], [1942, 10], [1943, 10], [1945, 5], [1946, 5], [1947, 5], [1948, 5], [1949, 5], [1950, 10], [1951, 10], [1952, 10], [1953, 5], [1954, 10], [1955, 5], [1956, 10], [1957, 10], [1958, 15], [1959, 10], [1960, 5], [1961, 10], [1962, 5], [1963, 5], [1964, 10], [1965, 10], [1966, 10], [1967, 5], [1968, 15], [1969, 10], [1970, 15], [1971, 10], [1972, 5], [1973, 5], [1974, 10], [1975, 5], [1976, 10], [1977, 10], [1979, 10], [1980, 10], [1981, 10], [1982, 10], [1983, 5], [1984, 5], [1985, 10], [1986, 5], [1987, 5], [1988, 10], [1989, 5], [1990, 15], [1991, 10], [1992, 10], [1993, 10], [1994, 15], [1995, 5], [1996, 10], [1997, 10], [1998, 20], [1999, 5], [2000, 10], [2001, 25], [2002, 25], [2003, 20], [2004, 30], [2005, 45], [2006, 30], [2007, 40], [2008, 45], [2009, 45], [2010, 55], [2011, 45], [2012, 60], [2013, 75], [2014, 65], [2015, 65], [2016, 65], [2017, 65], [2018, 65], [2019, 75], [2020, 85], [2021, 90], [2022, 115], [2023, 135], [2024, 210]]",0.15144230769230768,905.0,0.18813150080085814,0.061336667531670955,/ʒyd/,0.15144230769230768,"[{""name"": ""jude"", ""relative_frequency"": 1.0}]"
judith,11915,"[[1941, 15], [1942, 15], [1943, 10], [1944, 10], [1945, 10], [1946, 20], [1947, 25], [1948, 30], [1949, 15], [1950, 20], [1951, 15], [1952, 30], [1953, 25], [1954, 30], [1955, 25], [1956, 50], [1957, 55], [1958, 45], [1959, 55], [1960, 60], [1961, 70], [1962, 75], [1963, 85], [1964, 110], [1965, 125], [1966, 150], [1967, 175], [1968, 235], [1969, 285], [1970, 325], [1971, 200], [1972, 180], [1973, 135], [1974, 105], [1975, 90], [1976, 85], [1977, 85], [1978, 105], [1979, 105], [1980, 95], [1981, 115], [1982, 130], [1983, 95], [1984, 120], [1985, 120], [1986, 120], [1987, 150], [1988, 140], [1989, 115], [1990, 110], [1991, 140], [1992, 140], [1993, 120], [1994, 125], [1995, 115], [1996, 115], [1997, 130], [1998, 165], [1999, 135], [2000, 130], [2001, 170], [2002, 145], [2003, 150], [2004, 145], [2005, 125], [2006, 165], [2007, 175], [2008, 180], [2009, 160], [2010, 160], [2011, 145], [2012, 150], [2013, 165], [2014, 165], [2015, 195], [2016, 225], [2017, 265], [2018, 295], [2019, 330], [2020, 435], [2021, 475], [2022, 515], [2023, 530], [2024, 540]]",1.0,3610.0,0.7504472020896109,0.3513588430960862,/ʒy.dit/,1.0,"[{""name"": ""judith"", ""relative_frequency"": 1.0}]"
jules,106450,"[[1941, 315], [1942, 285], [1943, 260], [1944, 215], [1945, 210], [1946, 275], [1947, 260], [1948, 280], [1949, 240], [1950, 190], [1951, 200], [1952, 175], [1953, 135], [1954, 185], [1955, 130], [1956, 140], [1957, 120], [1958, 135], [1959, 115], [1960, 100], [1961, 85], [1962, 110], [1963, 90], [1964, 90], [1965, 80], [1966, 85], [1967, 70], [1968, 70], [1969, 55], [1970, 55], [1971, 50], [1972, 50], [1973, 45], [1974, 35], [1975, 40], [1976, 30], [1977, 40], [1978, 30], [1979, 25], [1980, 35], [1981, 45], [1982, 50], [1983, 60], [1984, 70], [1985, 115], [1986, 155], [1987, 220], [1988, 275], [1989, 305], [1990, 325], [1991, 455], [1992, 510], [1993, 550], [1994, 715], [1995, 845], [1996, 1055], [1997, 1170], [1998, 1325], [1999, 1680], [2000, 2030], [2001, 2350], [2002, 2430], [2003, 2670], [2004, 2855], [2005, 3245], [2006, 3335], [2007, 3535], [2008, 4260], [2009, 4615], [2010, 4310], [2011, 4350], [2012, 4310], [2013, 4300], [2014, 4680], [2015, 5155], [2016, 5035], [2017, 4185], [2018, 3700], [2019, 3540], [2020, 3545], [2021, 3595], [2022, 3305], [2023, 3025], [2024, 3030]]",0.0008454673555659935,32960.0,6.851728471156115,3.139080893628064,/ʒyl/,0.0008454673555659935,"[{""name"": ""jules"", ""relative_frequency"": 1.0}]"
